name,firstdet,firstdetmag,jump,lastnondet,texp,gap,Npre_g,Npre_r,Npost_g,Npost_r,slope_peak_r,slope_peak_g,slope_peak_r10,slope_peak_g10,peakr,peakre,peakg,peakge,peakrmjd,peakgmjd,redshift,peakr_app,peakg_app,mean_EW,AV_NaD,colorexcess,Avhost,peakrhost,peakghost,peakr_apphost,peakg_apphost,magnitude_change_after,magnitude_change_before,panstarrs_r_mag,panstarrs_r_mag_err,pipeline_ineffciency_host,pipeline_ineffciency_targetbyhost
ZTF24aaasazz,60291.57,-15.02,1.01,60290.53,60291.05,1.0,4.0,8.0,13.0,8.0,-0.0,-0.0,-0.02,-0.01,-16.03,0.0,-15.24,0.0,60370.57,60336.46,0.0228,19.02856130428833,19.81856130428833,,,-0.1785793083719168,0.0,-16.03,-15.24,19.03,19.82,1.0,0.1,22.854443213186595,0.028565247780996034,0.9707038373311841,0.9892090949435461
ZTF24aabppgn,60325.47,-14.92,0.6,60315.5,60320.485,10.0,0.0,5.0,49.0,9.0,-0.0,-0.02,-0.01,-0.02,-15.52,0.0,-15.31,0.0,60384.47,60325.54,0.01386,18.443061129096886,18.653061129096884,,,-0.3040774522695681,0.0,-15.52,-15.31,18.44,18.65,0.3,0.3,22.16788813160219,0.01221474066481335,0.9919889615717657,0.9879306730813547
ZTF24aabpzuz,60321.5,-16.09,0.61,60314.31,60317.905,7.0,4.0,8.0,68.0,9.0,-0.0,-0.0,-0.0,-0.01,-16.7,0.0,-16.5,0.0,60369.28,60331.5,0.01,16.54786325208298,16.74786325208298,,,-0.4025724299050212,0.0,-16.7,-16.5,16.55,16.75,0.3,0.2,22.204341965662024,0.016953599354322436,0.999886791502968,0.9985999341308123
ZTF24aabsmvc,60322.34,-15.83,0.32,60315.4,60318.87,7.0,0.0,4.0,52.0,19.0,-0.0,-0.02,0.0,-0.02,-16.15,0.0,-16.13,0.0,60332.43,60324.36,0.0121,17.51526652759285,17.53526652759285,,,-0.2710844676117664,0.0,-16.15,-16.13,17.52,17.54,0.1,,23.11595293843002,0.035016605210204596,0.9990011802584072,0.9985097291027035
ZTF24aadkwni,60335.42,-17.49,0.04,60326.0,60330.71,9.0,0.0,0.0,21.0,21.0,-0.01,-0.03,-0.01,-0.03,-17.53,0.0,-17.45,0.0,60339.31,60335.42,0.02149,17.397935602797297,17.4779356027973,,,0.0923429902050976,0.28,-17.77,-17.78,17.16,17.14,0.4,,18.78383944944636,0.0010336958890971605,0.9992328970431575,0.8561418076588454
ZTF24aaejehf,60351.35,-17.44,0.53,60341.42,60346.385,10.0,31.0,7.0,140.0,22.0,-0.0,-0.0,-0.01,-0.03,-17.97,0.0,-18.07,0.0,60369.48,60360.35,0.03273,17.889657338221774,17.789657338221772,,,-0.4361550208389306,0.0,-17.97,-18.07,17.89,17.79,0.3,,23.05080538134124,0.025931358671558487,0.9976825074268789,0.9975633594479179
ZTF24aaejjps,60351.37,-15.81,0.23,60341.42,60346.395,10.0,0.0,12.0,103.0,26.0,-0.0,-0.01,-0.0,-0.02,-16.04,0.0,-15.99,0.0,60408.48,60351.37,0.02129,18.867305739880877,18.917305739880874,,,-0.2038424654275098,0.0,-16.04,-15.99,18.87,18.92,0.2,0.1,21.91524968300375,0.008166063109234607,0.9794403697459159,0.9745765653121048
ZTF24aaejvcx,60351.4,-16.45,0.09,60335.0,60343.2,16.0,0.0,2.0,59.0,25.0,-0.0,-0.03,-0.0,-0.01,-16.54,0.0,-16.3,0.0,60360.4,60351.4,0.00963,16.62538105898738,16.865381058987378,,,-0.2808763096858967,0.0,-16.54,-16.3,16.63,16.87,0.1,,21.072578618160264,0.00716537381603878,0.9998652056002661,0.9945924595525022
ZTF24aaemydm,60354.21,-17.58,0.43,60351.36,60352.785,3.0,12.0,30.0,148.0,282.0,-0.0,-0.0,-0.01,-0.03,-18.01,0.0,-18.23,0.0,60360.21,60357.33,0.0126,15.744018537261919,15.52401853726192,,,-0.1485360208340487,0.0,-18.01,-18.23,15.74,15.52,0.5,,20.819464933103188,0.007505556342606372,0.9999814704043526,0.9973183711914815
ZTF24aafqzur,60355.52,-16.59,0.13,60355.38,60355.45,0.0,1.0,9.0,27.0,15.0,-0.0,-0.0,-0.01,-0.01,-16.72,0.0,-16.29,0.0,60424.47,60372.52,0.03121,19.033955914078483,19.463955914078483,,,-0.2651072814004357,0.0,-16.72,-16.29,19.03,19.46,0.7,0.0,23.48813696814777,0.049669221321162464,0.9703564304918695,0.9946343914557773
ZTF24aagiwoi,60363.37,-16.64,0.01,60358.34,60360.855,5.0,0.0,0.0,75.0,28.0,-0.01,-0.03,-0.0,-0.03,-16.65,0.0,-16.65,0.0,60368.3,60363.37,0.02705,18.786617097245312,18.786617097245312,,,-0.068519903625505,0.0,-16.65,-16.65,18.79,18.79,0.3,,22.560325955456936,0.018809833147656423,0.9827972307485611,0.9885667384766809
ZTF24aagupsf,60374.51,-17.27,0.2,60369.51,60372.01,5.0,4.0,1.0,100.0,95.0,-0.0,-0.0,-0.01,-0.03,-17.47,0.0,-17.41,0.0,60388.41,60388.51,0.03167,18.316466452861142,18.37646645286114,,,-0.1707378817316644,0.0,-17.47,-17.41,18.32,18.38,0.2,,21.489273588756514,0.008890647616408195,0.9939638551076947,0.9778229695970339
ZTF24aahalmb,60379.36,-16.47,0.05,60374.34,60376.85,5.0,0.0,0.0,43.0,10.0,-0.02,-0.01,-0.01,-0.05,-16.52,0.0,-16.72,0.0,60398.45,60379.36,0.0235,18.605364763979306,18.405364763979307,,,-0.1425636408886855,0.0,-16.52,-16.72,18.61,18.41,0.5,,21.78785661479842,0.009984415113282246,0.988495487147642,0.9780571263020676
ZTF24aahewml,60387.5,-16.08,0.52,60374.53,60381.015,13.0,3.0,7.0,76.0,24.0,-0.0,-0.0,-0.0,-0.02,-16.6,0.0,-16.21,0.0,60410.5,60394.48,0.022,18.379698032944468,18.76969803294447,,,-0.2111816940790531,0.0,-16.6,-16.21,18.38,18.77,0.1,,22.456974485569475,0.022347034989880322,0.9930467012354718,0.9918370349127386
ZTF24aahgmyj,60388.23,-15.88,0.34,60380.25,60384.240000000005,8.0,0.0,12.0,32.0,9.0,-0.0,-0.05,-0.01,-0.02,-16.22,0.0,-15.94,0.0,60426.23,60388.27,0.02418,18.968411675931087,19.248411675931088,,,0.2083791733846817,0.64,-16.77,-16.69,18.42,18.5,,0.3,21.728782030225016,0.006981711609722272,0.9743192982910168,0.9652442095213043
ZTF24aahmgck,60388.31,-15.33,0.43,60383.38,60385.845,5.0,0.0,4.0,12.0,25.0,-0.0,-0.0,-0.01,-0.01,-15.76,0.0,-14.9,0.0,60406.36,60388.31,0.02119,19.136919134044348,19.996919134044347,,,0.4121913074928845,1.27,-16.85,-16.41,18.04,18.49,0.4,,20.404258216940725,0.0034891848513457432,0.9629089692385123,0.8389892928735971
ZTF24aahwfsa,60396.37,-15.72,0.08,60390.34,60393.355,6.0,0.0,0.0,12.0,14.0,-0.02,-0.02,-0.01,-0.02,-15.8,0.0,-15.84,0.0,60397.41,60396.37,0.02603,19.55150101662792,19.51150101662792,,,-0.3258460117547308,0.0,-15.8,-15.84,19.55,19.51,0.4,,22.699655178699032,0.016412681738056878,0.9107722560403843,0.9772158368187138
ZTF24aajxppf,60416.48,-17.47,0.54,60414.48,60415.48,2.0,12.0,2.0,62.0,50.0,-0.0,-0.0,-0.01,-0.04,-18.01,0.0,-18.01,0.0,60429.37,60425.48,0.0214,16.908675662229808,16.908675662229808,,,-0.1834251735796856,0.0,-18.01,-18.01,16.91,16.91,0.7,,22.384192537456897,0.015650486181062705,0.9997449388002266,0.9982856796909887
ZTF24aakzive,60430.45,-17.05,0.48,60425.0,60427.725,5.0,0.0,2.0,14.0,28.0,-0.0,-0.03,-0.01,-0.03,-17.53,0.0,-17.47,0.0,60450.45,60446.43,0.029381,18.089876433266653,18.149876433266655,,,-0.2468274827289973,0.0,-17.53,-17.47,18.09,18.15,0.4,,22.79408580059478,0.018829865688252345,0.9963672681949367,0.9959403212692027
ZTF24aalceob,60423.38,-15.63,0.46,60414.48,60418.93,9.0,0.0,27.0,45.0,121.0,-0.0,-0.01,-0.0,-0.02,-16.09,0.0,-15.79,0.0,60446.4,60423.38,0.0308030006,19.634797867246665,19.934797867246665,,,-0.0462659489791637,0.0,-16.09,-15.79,19.63,19.93,0.0,,20.519342264610152,0.0035794956777126237,0.8943105109748816,0.7723646384530132
ZTF24aamzqsv,60441.2,-16.55,-0.26,60439.18,60440.19,2.0,15.0,43.0,12.0,5.0,0.02,-0.0,,,-16.29,0.0,-16.67,0.0,60489.18,60450.2,0.0278040003,19.207535721195278,18.827535721195275,,,,0.0,-16.29,-16.67,19.21,18.83,,0.2,21.289020520901232,0.005174657102064761,0.9567928797216692,0.9284537923120255
ZTF24aaozxhx,60458.25,-16.1,0.89,60456.31,60457.28,2.0,4.0,8.0,18.0,24.0,-0.0,-0.0,-0.01,-0.02,-16.99,0.0,-16.9,0.0,60483.34,60465.25,0.00592,15.112686727653692,15.202686727653692,,,-0.2166206128792376,0.0,-16.99,-16.9,15.11,15.2,0.2,,19.86667553583264,0.0024108468631132275,0.9999955278873774,0.9961597630330495
ZTF24aaplfjd,60460.47,-14.81,1.19,60459.47,60459.97,1.0,4.0,7.0,108.0,22.0,-0.0,-0.0,-0.0,-0.03,-16.0,0.0,-15.74,0.0,60503.47,60466.46,0.015761,18.245293435842733,18.50529343584273,,,-0.1001631312789343,0.0,-16.0,-15.74,18.25,18.51,0.2,0.1,21.48089513364147,0.007674851412681807,0.9948530474189202,0.9792988634999853
ZTF24aarajmv,60469.4,-15.86,0.4,60463.42,60466.41,6.0,0.0,6.0,18.0,32.0,-0.0,-0.01,-0.01,-0.03,-16.26,0.0,-15.82,0.0,60481.4,60469.45,0.024957,18.998353070919908,19.43835307091991,,,1.647407857562344e-05,0.0,-16.26,-15.82,19.0,19.44,0.5,,20.331622399876075,0.0043964493152947245,0.9725774082828886,0.8487227203239579
ZTF24aarvbxj,60473.4,-16.59,0.97,60471.44,60472.42,2.0,24.0,22.0,153.0,133.0,-0.0,-0.01,-0.01,-0.03,-17.56,0.0,-17.55,0.0,60483.4,60481.48,0.019597,17.164611185259876,17.174611185259874,,,-0.207911987123572,0.0,-17.56,-17.55,17.16,17.17,0.4,,20.858167634897026,0.00450397925841328,0.9995462367833642,0.9875055667716766
ZTF24aasktmr,60480.21,-16.39,0.8,60479.39,60479.8,1.0,20.0,28.0,128.0,117.0,-0.0,-0.0,-0.0,-0.02,-17.19,0.0,-17.16,0.0,60497.35,60489.21,0.023973,17.979405940676525,18.009405940676526,,,-0.3397093989146058,0.0,-17.19,-17.16,17.98,18.01,0.1,,22.99469956268527,0.025129958152797414,0.9971649852683093,0.9971318898855732
ZTF24aatifzm,60484.25,-16.19,0.64,60477.33,60480.79,7.0,0.0,4.0,14.0,9.0,-0.0,-0.01,-0.01,-0.02,-16.83,0.0,-16.69,0.0,60506.33,60484.25,0.03106,18.91325322085769,19.053253220857687,,,-0.0950465409524811,0.0,-16.83,-16.69,18.91,19.05,0.2,,22.151424299915845,0.013744689553817453,0.9772504013778958,0.9793571604241266
