name,firstdet,firstdetmag,jump,lastnondet,texp,gap,Npre_g,Npre_r,Npost_g,Npost_r,slope_peak_r,slope_peak_g,slope_peak_r10,slope_peak_g10,peakr,peakre,peakg,peakge,peakrmjd,peakgmjd,redshift,peakr_app,peakg_app,mean_EW,AV_NaD,colorexcess,Avhost,peakrhost,peakghost,peakr_apphost,peakg_apphost,magnitude_change_after,magnitude_change_before,panstarrs_r_mag,panstarrs_r_mag_err,pipeline_ineffciency_host,pipeline_ineffciency_targetbyhost
ZTF18aaegvyd,58608.19,-16.87,0.16,58605.23,58606.71000000001,3.0,0.0,0.0,3.0,32.0,-0.0,-0.03,-0.0,-0.02,-17.03,0.0,-16.98,0.0,58617.23,58608.19,0.0235,18.095364763979305,18.145364763979305,,,,0.0,-17.03,-16.98,18.1,18.15,0.2,,20.065025084571474,0.002696207367706465,0.9963222637238099,0.9196684179423923
ZTF18aaqkywr,59670.36,-15.76,1.01,59641.37,59655.865000000005,29.0,49.0,49.0,135.0,185.0,-0.0,-0.0,-0.01,-0.02,-16.77,0.0,-16.52,0.0,59686.36,59678.41,0.03118,18.981819407868276,19.231819407868276,,,-0.2586508022909454,0.0,-16.77,-16.52,18.98,19.23,0.4,,20.758077152719324,0.0039039366027645165,0.9735530141762669,0.9021279463053871
ZTF18aaqpowv,60444.2,-16.71,0.71,60442.22,60443.21,2.0,11.0,5.0,55.0,25.0,-0.0,-0.0,-0.01,-0.04,-17.42,0.0,-17.56,0.0,60458.22,60454.2,0.0324,18.417123033446536,18.27712303344654,,,-0.5845686365579896,0.0,-17.42,-17.56,18.42,18.28,0.5,,20.199109531483096,0.0026275246194996742,0.9924399930808265,0.9026933681352661
ZTF18aaszvfn,59307.33,-15.89,0.88,59305.39,59306.36,2.0,4.0,6.0,109.0,101.0,-0.0,-0.0,-0.01,-0.03,-16.77,0.0,-16.8,0.0,59319.35,59314.33,0.0269,18.654299573025167,18.624299573025166,,,-0.3237187212194799,0.0,-16.77,-16.8,18.65,18.62,0.3,,20.034649846640427,0.0029499591056276232,0.9871726060534864,0.8553735231178667
ZTF18aawgrxz,59339.3,-15.34,1.15,59338.41,59338.855,1.0,12.0,75.0,68.0,24.0,-0.0,-0.0,-0.02,-0.02,-16.49,0.0,-16.03,0.0,59410.3,59349.35,0.02669,18.916941344690766,19.376941344690763,,,0.1316482880425452,0.42,-16.85,-16.53,18.55,18.87,1.2,0.0,20.31804212358961,0.002910131911607092,0.9770650468367771,0.8582268091649635
ZTF18aaxzlmy,58219.3,-14.85,0.92,58218.28,58218.79,1.0,,31.0,,9.0,-0.0,,-0.0,,-15.77,0.0,,,58296.3,,0.02487,19.48062898240862,,,,0.3254058803636633,0.99,-16.62,,18.63,,0.1,1.2,19.988456702298507,0.002511619305456315,0.9229185321631913,0.68986927972743
ZTF18abbpxik,58283.23,-15.41,2.06,58282.25,58282.740000000005,1.0,6.0,10.0,12.0,16.0,-0.0,-0.0,-0.01,-0.03,-17.47,0.0,-17.04,0.0,58301.23,58295.25,0.03236,18.36437636867214,18.79437636867214,,,0.2399248510152594,0.71,-18.08,-17.88,17.76,17.96,0.4,,21.83860413825808,0.010999740632535993,0.9932809057130083,0.9840793156125418
ZTF18abbpyvk,58286.19,-17.11,1.12,58283.23,58284.71000000001,3.0,6.0,8.0,6.0,31.0,-0.0,-0.0,-0.01,-0.04,-18.23,0.0,-17.81,0.0,58318.28,58300.19,0.02218,16.767685520190827,17.18768552019083,,,0.0307822055582305,0.07,-18.29,-17.89,16.71,17.1,0.4,,20.937736896899935,0.003906511359058376,0.9998143030590255,0.9926372253162483
ZTF18abcpmwh,58291.24,-16.78,0.78,58288.25,58289.745,3.0,2.0,4.0,5.0,44.0,-0.0,-0.0,-0.01,-0.04,-17.56,0.0,-17.52,0.0,58306.24,58301.18,0.01543,16.63865992534274,16.67865992534274,,,-0.3634736103387855,0.0,-17.56,-17.52,16.64,16.68,0.6,,21.13028072843977,0.00425424026228932,0.999861115092536,0.9948537418251161
ZTF18abdbysy,58295.2,-14.15,1.17,58294.35,58294.775,1.0,20.0,47.0,76.0,129.0,-0.0,-0.0,-0.01,-0.04,-15.32,0.0,-14.32,0.0,58311.25,58304.2,0.01127,18.189586526820626,19.189586526820626,1.9,1.482,0.6710780673501255,2.05,-17.08,-16.75,16.43,16.76,0.5,,21.568115361381366,0.01380260867305399,0.9954570314019436,0.9823087098901453
ZTF18abdfwcy,58295.24,-13.79,3.48,58286.28,58290.76,9.0,3.0,5.0,4.0,39.0,-0.0,-0.0,-0.01,-0.04,-17.27,0.0,-17.14,0.0,58307.24,58306.18,0.014,16.71511593658489,16.84511593658489,,,-0.3327994962397292,0.0,-17.27,-17.14,16.72,16.85,0.8,,22.654658472655985,0.01615402941628053,0.9998350289924063,0.9989801480250211
ZTF18abdjmfh,58300.32,-16.66,0.97,58297.29,58298.805,3.0,0.0,5.0,10.0,14.0,-0.0,-0.02,-0.01,-0.04,-17.63,0.0,-17.34,0.0,58319.32,58306.21,0.03,18.03614690974673,18.32614690974673,,,0.405810523645959,1.27,-18.72,-18.85,16.94,16.82,0.4,,23.958788694592098,0.053214982187347146,0.9967798748460238,0.9989606667193232
ZTF18abjkryl,58308.38,-15.72,0.16,58308.33,58308.355,0.0,3.0,2.0,77.0,81.0,-0.0,-0.01,-0.03,-0.06,-15.88,0.0,-16.08,0.0,58315.38,58316.38,0.01,17.367863252082977,17.16786325208298,,,0.1591666683654033,0.49,-16.3,-16.67,16.94,16.58,0.9,,24.362906098400252,0.0913798134549042,0.9992830833406947,0.9996873221756816
ZTF18abjndhh,58324.17,-15.82,0.06,58320.19,58322.18,4.0,0.0,0.0,9.0,167.0,-0.03,-0.02,-0.01,-0.04,-15.88,0.0,-15.56,0.0,58324.17,58333.18,0.01312,17.962693522870822,18.282693522870822,,,0.4306354101780041,1.34,-17.03,-17.15,16.81,16.69,0.1,,20.438845734345303,0.0037680869997132977,0.9972693989650828,0.9528219260899212
ZTF18abjovdz,58312.36,-16.96,0.13,58307.44,58309.9,5.0,0.0,2.0,16.0,21.0,-0.0,-0.02,-0.02,-0.02,-17.09,0.0,-16.92,0.0,58316.4,58312.36,0.024,18.081894077592484,18.251894077592482,1.54,1.2012,0.4824558904067788,1.48,-18.36,-18.68,16.81,16.49,0.6,,20.947737283680105,0.004770870473590109,0.9964317461104724,0.9689989710657907
ZTF18abklbam,58331.16,-17.73,0.27,58327.16,58329.16,4.0,0.0,3.0,4.0,19.0,-0.0,-0.01,-0.02,-0.04,-18.0,0.0,-18.11,0.0,58342.16,58334.18,0.031,17.738957975538924,17.628957975538924,,,-0.3161103471778767,0.0,-18.0,-18.11,17.74,17.63,0.3,,23.046357396459626,0.026281027625495428,0.9983482514402354,0.9979309735988212
ZTF18abmdpwe,58340.17,-16.64,1.42,58338.19,58339.18,2.0,10.0,6.0,49.0,61.0,-0.0,-0.0,-0.01,-0.04,-18.06,0.0,-17.99,0.0,58350.17,58348.32,0.018,16.47741197560509,16.54741197560509,,,-0.0687056061954942,0.0,-18.06,-17.99,16.48,16.55,0.6,,20.790060562832046,0.004647472852387581,0.9999033962084427,0.9937178658294511
ZTF18abnxfve,58349.31,-15.18,0.76,58346.38,58347.845,3.0,0.0,161.0,98.0,34.0,-0.0,-0.01,-0.02,-0.02,-15.94,0.0,-15.39,0.0,58414.31,58349.36,0.02496,19.318618946764445,19.868618946764443,,,-0.0928288983415635,0.0,-15.94,-15.39,19.32,19.87,0.5,0.4,23.12352891770336,0.02133426706999092,0.9451874400600682,0.9889552936018594
ZTF18abokyfk,58351.37,-15.58,1.54,58350.33,58350.850000000006,1.0,16.0,69.0,146.0,170.0,-0.0,-0.0,-0.01,-0.04,-17.12,0.0,-16.91,0.0,58363.37,58363.44,0.01718,17.314820788876222,17.524820788876223,0.72,0.5616,-0.1758594639170954,0.0,-17.12,-16.91,17.31,17.52,0.4,,21.98380848728022,0.010752349538427334,0.9993637391736259,0.99577755258297
ZTF18abrpkdw,58357.23,-16.09,0.4,58354.28,58355.755000000005,3.0,3.0,29.0,39.0,41.0,-0.0,-0.0,-0.01,-0.03,-16.49,0.0,-16.29,0.0,58374.23,58362.36,0.03141,19.278148146437847,19.478148146437846,,,-0.1227750236633739,0.0,-16.49,-16.29,19.28,19.48,0.2,,22.367034603821914,0.013973287582655324,0.9497213910116135,0.9756890682672752
ZTF18abrzbtb,59120.47,-14.69,0.97,59119.47,59119.97,1.0,16.0,167.0,92.0,166.0,-0.0,-0.0,-0.03,0.0,-15.66,0.0,-14.76,0.0,59198.51,59129.47,0.0187,18.96140391075372,19.861403910753722,,,-0.0524932830999736,0.0,-15.66,-14.76,18.96,19.86,1.2,0.4,20.55851841538264,0.0037950109854987552,0.9747111633668111,0.8829142334384873
ZTF18abvmlow,58483.18,-17.79,0.23,58475.15,58479.165,8.0,3.0,0.0,16.0,23.0,-0.01,-0.0,-0.01,-0.02,-18.02,0.0,-18.03,0.0,58487.12,58489.18,0.01691,16.37997998713467,16.36997998713467,,,-0.4504073028689618,0.0,-18.02,-18.03,16.38,16.37,0.2,,23.871643813977368,0.05993406119492658,0.999922424105662,0.9998207608123482
ZTF18abvvmdf,58374.16,-15.11,2.12,58372.21,58373.185,2.0,27.0,31.0,20.0,19.0,-0.01,-0.0,-0.04,,-17.23,0.0,-16.59,0.0,58386.16,58383.24,0.02959,18.405605145654068,19.04560514565407,2.24,1.7472000000000003,0.3096233334657813,0.92,-18.02,-17.68,17.62,17.96,0.8,,19.94906814438023,0.0020358202274766953,0.9926321075432385,0.8765536945697574
ZTF18abwisaz,60456.45,-17.1,0.35,60452.47,60454.46,4.0,18.0,7.0,101.0,28.0,-0.0,-0.0,-0.01,-0.03,-17.45,0.0,-17.23,0.0,60487.41,60470.45,0.028,18.06310599269945,18.28310599269945,,,-0.1949574964265621,0.0,-17.45,-17.23,18.06,18.28,0.3,,19.53526290238744,0.0015478638240903066,0.9965790425612084,0.8676427914855509
ZTF18abxbmcl,58378.49,-15.38,2.05,58375.51,58377.0,3.0,3.0,3.0,9.0,54.0,-0.0,-0.0,-0.03,-0.05,-17.43,0.0,-16.68,0.0,58399.51,58389.49,0.01979,17.316207656829064,18.066207656829064,,,0.6580124603656866,2.05,-19.19,-19.11,15.56,15.64,0.8,,22.391368684384304,0.023505198039110282,0.9993617504826303,0.9973175157029027
ZTF18abzrgim,58388.27,-16.83,0.66,58385.24,58386.755,3.0,3.0,11.0,17.0,14.0,-0.0,-0.0,-0.03,-0.02,-17.49,0.0,-17.32,0.0,58471.27,58399.31,0.02081,17.3670048209859,17.5370048209859,,,-0.2845599016777288,0.0,-17.49,-17.32,17.37,17.54,1.2,0.1,22.5387310036749,0.016100075004303546,0.9992844667147448,0.9975920070876322
ZTF18acbvhit,58422.36,-16.48,0.14,58415.0,58418.68,7.0,0.0,0.0,26.0,28.0,-0.01,-0.03,0.0,-0.01,-16.62,0.0,-16.35,0.0,58422.36,58422.41,0.01385,17.341477358580835,17.611477358580835,,,0.0579543352962425,0.21,-16.8,-16.6,17.16,17.36,0.1,,,,1.0,1.0
ZTF18aceqrcy,58429.48,-16.49,0.43,58426.54,58428.01,3.0,6.0,10.0,1.0,15.0,-0.0,-0.0,-0.01,-0.03,-16.92,0.0,-16.61,0.0,58449.52,58452.48,0.03246,18.92123682050584,19.231236820505842,1.3,1.014,0.3200799733776358,0.99,-17.77,-17.78,18.07,18.06,0.4,,22.541951783189422,0.014118224360020021,0.9768473090820718,0.9864571635845814
ZTF18acrflch,58448.27,-17.2,0.18,58443.27,58445.77,5.0,0.0,3.0,19.0,18.0,-0.0,-0.04,-0.01,-0.02,-17.38,0.0,-17.13,0.0,58457.27,58462.26,0.0286,18.18011443157123,18.43011443157123,,,-0.0871537346386835,0.0,-17.38,-17.13,18.18,18.43,0.4,,21.31193251300799,0.005750089793820108,0.9955524697621333,0.9768046138852005
ZTF18acrkaks,58439.43,-16.12,0.39,58437.37,58438.4,2.0,1.0,13.0,1.0,12.0,-0.0,0.02,-0.0,,-16.51,0.0,-16.07,0.0,58465.4,58464.43,0.02989,19.14799309213021,19.587993092130212,,,,0.0,-16.51,-16.07,19.15,19.59,0.2,,22.137417323561483,0.00976801995124418,0.9620080783266156,0.9728999588998152
ZTF18acrtvmm,58450.34,-16.96,0.59,58447.36,58448.85,3.0,1.0,0.0,14.0,18.0,-0.01,-0.0,-0.01,-0.03,-17.55,0.0,-17.49,0.0,58450.34,58456.41,0.02345,17.570658413498787,17.63065841349879,1.275,0.9944999999999999,-0.3408784005593706,0.0,-17.55,-17.49,17.57,17.63,0.3,,21.39231738935219,0.0058392290378421335,0.9988686539475115,0.9891584573554744
ZTF18acsxkov,58456.17,-16.4,0.28,58443.14,58449.655,13.0,0.0,9.0,3.0,4.0,0.01,-0.01,,-0.01,-16.68,0.0,-16.09,0.0,58522.17,58482.13,0.03033,19.010433874634607,19.600433874634607,,,-0.4041205256947315,0.0,-16.68,-16.09,19.01,19.6,0.7,0.2,22.093558616128814,0.010899666456693937,0.9718425284069975,0.975535427522865
ZTF18acurdnh,58461.46,-16.29,0.09,58455.52,58458.49,6.0,0.0,0.0,8.0,21.0,-0.01,-0.01,-0.0,-0.01,-16.38,0.0,-16.43,0.0,58464.54,58461.46,0.0294,19.24131083754079,19.19131083754079,,,-0.4661694190281856,0.0,-16.38,-16.43,19.24,19.19,0.3,,20.33437047573011,0.004168187822518909,0.9535374792486263,0.8108287524408977
ZTF18acurqaw,58441.42,-14.16,-0.02,58423.5,58432.46,18.0,,15.0,,6.0,-0.0,,-0.01,,-14.14,0.0,,,58509.42,,0.009,18.8774165724597,,,,1.103806346312067,3.39,-17.05,,15.96,,0.5,0.0,21.229518051458452,0.0053832934084305315,0.9789768976471777,0.9461637947900513
ZTF18acyybvg,58471.54,-16.11,0.58,58469.52,58470.53,2.0,5.0,14.0,31.0,30.0,-0.0,-0.0,-0.0,-0.02,-16.69,0.0,-16.52,0.0,58493.54,58484.52,0.032,19.11950592099871,19.28950592099871,,,-0.3566061930302683,0.0,-16.69,-16.52,19.12,19.29,0.1,,22.18428835960636,0.01425328114193205,0.9642841594576415,0.9750399859786515
ZTF18adachwf,58475.5,-16.33,0.49,58469.0,58472.25,6.0,0.0,3.0,12.0,76.0,-0.0,-0.02,-0.01,-0.03,-16.82,0.0,-16.67,0.0,58493.5,58480.53,0.02905,18.774740714857323,18.92474071485732,,,0.0562108034697601,0.14,-16.94,-16.84,18.65,18.76,0.6,,,,1.0,1.0
ZTF18adazblo,58480.44,-15.99,0.68,58472.41,58476.425,8.0,5.0,11.0,13.0,99.0,-0.0,-0.0,-0.0,-0.03,-16.67,0.0,-16.54,0.0,58496.44,58491.5,0.02672,18.73942927934018,18.86942927934018,,,-0.3176675153055799,0.0,-16.67,-16.54,18.74,18.87,0.2,,21.98623023750011,0.008050105602623602,0.9845043916893472,0.979551790507148
ZTF18adbclkd,58481.26,-17.06,0.22,58475.29,58478.275,6.0,1.0,8.0,18.0,20.0,-0.0,-0.0,-0.0,-0.02,-17.28,0.0,-17.28,0.0,58495.32,58485.26,0.01749,17.194162500203007,17.194162500203007,,,-0.4078692530321605,0.0,-17.28,-17.28,17.19,17.19,0.2,,22.895994394569737,0.02090798567164206,0.9995150320691335,0.9986692278913959
ZTF19aaabzpt,58487.26,-14.91,0.29,58471.38,58479.32,16.0,0.0,310.0,3.0,52.0,-0.0,-0.03,-0.01,-0.02,-15.2,0.0,-14.56,0.0,58536.26,58495.25,0.00922,17.87022387044561,18.510223870445607,,,0.2307128359909238,0.71,-15.81,-15.4,17.26,17.67,0.3,0.2,20.931508723947264,0.006231557834689774,0.9977815069470574,0.9749444094193533
ZTF19aadnxnl,58502.49,-16.43,0.44,58494.56,58498.525,8.0,4.0,53.0,171.0,127.0,-0.0,-0.0,-0.01,-0.01,-16.87,0.0,-16.55,0.0,58572.56,58515.49,0.0088,16.098285246843655,16.418285246843656,,,-0.4602454374023765,0.0,-16.87,-16.55,16.1,16.42,0.4,0.2,24.571007679844854,0.12483013474297011,0.9999588582955727,0.9999403004888248
ZTF19aadnxog,58503.48,-17.28,0.76,58493.49,58498.485,10.0,0.0,2.0,2.0,9.0,-0.0,-0.03,-0.03,-0.04,-18.04,0.0,-17.84,0.0,58525.48,58507.48,0.02014,16.744847873319976,16.944847873319976,,,,0.0,-18.04,-17.84,16.74,16.94,0.7,,20.989318651876637,0.0038212047917759646,0.9998236089349098,0.9932224138535303
ZTF19aailepg,58522.42,-17.05,0.06,58514.42,58518.42,8.0,0.0,0.0,36.0,48.0,-0.0,-0.03,-0.0,-0.01,-17.11,0.0,-17.07,0.0,58526.49,58522.42,0.02981,18.542044565246158,18.582044565246157,,,-0.1669718755854765,0.0,-17.11,-17.07,18.54,18.58,0.2,,20.778579261732183,0.006468653484117164,0.990008888033119,0.9391720078086107
ZTF19aajwkbb,58511.38,-15.66,1.09,58493.53,58502.455,18.0,0.0,11.0,9.0,4.0,-0.0,-0.02,,-0.01,-16.75,0.0,-15.88,0.0,58584.38,58511.42,0.027,18.682518717734588,19.552518717734586,,,-0.0761218271013656,0.0,-16.75,-15.88,18.68,19.55,,0.3,21.742608966287715,0.012952572078560893,0.9863426091882473,0.9749116834938883
ZTF19aaklqoi,59518.5,-16.09,0.15,59509.5,59514.0,9.0,0.0,58.0,13.0,10.0,-0.0,-0.01,-0.0,,-16.24,0.0,-15.5,0.0,59541.5,59522.51,0.03073,19.479528144194692,20.21952814419469,,,0.3912481678360358,1.2,-17.27,-16.92,18.45,18.8,0.2,,20.142789499578015,0.002192867748456189,0.9230946801231181,0.7258583155022916
ZTF19aakpxfm,58476.4,-16.98,0.96,58476.4,58476.4,0.0,3.0,88.0,2.0,2.0,-0.0,-0.0,,,-17.94,0.0,-17.82,0.0,58546.4,58544.23,0.02504,17.32569741328138,17.44569741328138,,,-1.0580836618719336,0.0,-17.94,-17.82,17.33,17.45,0.2,1.8,20.280215270341298,0.0038670496807858574,0.9993479750118914,0.9718491995390647
ZTF19aalycsv,58546.24,-14.57,0.7,58540.37,58543.305,6.0,0.0,29.0,10.0,17.0,-0.0,-0.01,-0.0,-0.01,-15.27,0.0,-15.17,0.0,58604.31,58546.24,0.02273,19.781770345335307,19.881770345335305,,,-0.2619756071581069,0.0,-15.27,-15.17,19.78,19.88,0.2,0.1,21.163334813279032,0.008315281459750341,0.8587104820267855,0.8555417861539177
ZTF19aamftfu,58556.12,-17.3,0.0,58547.14,58551.630000000005,9.0,3.0,0.0,1.0,19.0,-0.02,-0.0,-0.0,-0.01,-17.3,0.0,-17.38,0.0,58558.16,58563.12,0.02475,17.939931394940988,17.85993139494099,,,,0.0,-17.3,-17.38,17.94,17.86,0.4,,22.81887548854672,0.030349919541815828,0.9974054673494479,0.9966599259289407
ZTF19aamwhat,58568.38,-15.52,0.25,58551.0,58559.69,17.0,0.0,5.0,15.0,13.0,-0.0,-0.02,-0.01,-0.01,-15.77,0.0,-15.35,0.0,58606.42,58568.38,0.008,16.989992283740317,17.409992283740316,,,0.0280577995855271,0.07,-15.83,-15.43,16.93,17.33,0.3,,20.241687503625123,0.0032687011262905502,0.9996937055821695,0.9796613714044881
ZTF19aanfnvl,58567.23,-17.52,0.25,58556.21,58561.72,11.0,2.0,3.0,8.0,13.0,-0.0,-0.0,-0.0,-0.03,-17.77,0.0,-17.77,0.0,58585.23,58572.27,0.03167,18.016466452861142,18.016466452861142,,,-0.2456880775838172,0.0,-17.77,-17.77,18.02,18.02,0.3,,20.68197439705277,0.003442437719706555,0.9969190228303336,0.9614956322605017
ZTF19aanhhal,58562.32,-16.13,1.1,58561.39,58561.855,1.0,8.0,36.0,238.0,216.0,-0.0,-0.0,-0.01,-0.03,-17.23,0.0,-17.22,0.0,58578.36,58569.32,0.02597,18.11639275490742,18.12639275490742,,,-0.3528865130054515,0.0,-17.23,-17.22,18.12,18.13,0.2,,20.406673390012717,0.0036879938524779408,0.9961446327676218,0.9425234669867127
ZTF19aaniore,58567.53,-16.41,0.9,58561.52,58564.525,6.0,6.0,17.0,55.0,72.0,-0.0,-0.0,-0.0,-0.02,-17.31,0.0,-17.2,0.0,58588.53,58577.41,0.03,18.35614690974673,18.46614690974673,,,-0.2941157127449798,0.0,-17.31,-17.2,18.36,18.47,0.1,,22.221571224772237,0.012269124768476655,0.9934034480766633,0.9896720421269509
ZTF19aanqzle,58572.2,-15.58,0.45,58568.3,58570.25,4.0,0.0,33.0,78.0,58.0,-0.0,-0.01,-0.0,-0.02,-16.03,0.0,-16.03,0.0,58587.3,58572.2,0.0232,19.06697764148494,19.06697764148494,,,-0.259889833414661,0.0,-16.03,-16.03,19.07,19.07,0.1,,23.272301482748794,0.03897217805162586,0.9681412428899334,0.9929205881674112
ZTF19aanrrqu,58572.26,-17.8,0.22,58567.32,58569.79,5.0,1.0,2.0,24.0,31.0,-0.0,-0.0,-0.01,-0.05,-18.02,0.0,-18.14,0.0,58579.29,58575.26,0.02377,17.13061014003348,17.010610140033478,,,-0.0467331045460938,0.0,-18.02,-18.14,17.13,17.01,0.6,,21.445554127364087,0.007034226148288,0.9995796652745073,0.9937339050831504
ZTF19aapafit,58577.41,-15.6,1.45,58575.51,58576.46000000001,2.0,24.0,42.0,168.0,159.0,-0.0,-0.0,0.0,-0.02,-17.05,0.0,-16.96,0.0,58597.41,58588.41,0.0186,17.559596895885587,17.649596895885587,,,-0.3422230722632162,0.0,-17.05,-16.96,17.56,17.65,0.0,,22.37896111881704,0.012577149835863877,0.9988964529713832,0.9964301048366403
ZTF19aapafqd,58572.44,-15.25,2.4,58494.54,58533.490000000005,78.0,80.0,121.0,143.0,119.0,-0.0,-0.0,-0.01,-0.01,-17.65,0.0,-17.5,0.0,58621.44,58622.44,0.0321,18.16644171480573,18.316441714805727,,,-0.7754478839555967,0.0,-17.65,-17.5,18.17,18.32,0.4,1.9,21.871689578450578,0.009873685127496982,0.9956867229349081,0.9876662085672203
ZTF19aaqxosb,58589.24,-15.29,1.35,58587.37,58588.305,2.0,0.0,6.0,46.0,38.0,-0.0,-0.01,-0.01,-0.03,-16.64,0.0,-16.46,0.0,58596.24,58591.27,0.01931,18.052105316579812,18.232105316579812,,,-0.0115856776574557,0.0,-16.64,-16.46,18.05,18.23,0.3,,22.93643217633845,0.01966914240588217,0.9966624574677803,0.996679948274528
ZTF19aarjfqe,58596.27,-16.15,0.78,58589.25,58592.76,7.0,1.0,4.0,10.0,9.0,-0.0,-0.0,-0.01,-0.03,-16.93,0.0,-16.84,0.0,58616.27,58607.21,0.02138,17.986612690582724,18.076612690582724,,,-0.2787338934989795,0.0,-16.93,-16.84,17.99,18.08,0.4,,22.70386211805487,0.019051866511446875,0.9971187401321023,0.9959989846993426
ZTF19aarykkb,58598.27,-18.64,-0.47,58592.46,58595.365,6.0,4.0,4.0,10.0,120.0,-0.0,-0.0,-0.01,-0.01,-18.17,0.0,-17.93,0.0,58621.48,58605.44,0.024,17.001894077592482,17.241894077592484,,,-0.2479400721613444,0.0,-18.17,-17.93,17.0,17.24,0.2,,21.9863386352261,0.014779608434484223,0.9996853890348817,0.9970312933964672
ZTF19aatmadu,58605.39,-15.24,0.76,58599.42,58602.405,6.0,9.0,106.0,92.0,6.0,-0.0,-0.0,-0.01,-0.02,-16.0,0.0,-15.74,0.0,58678.39,58609.39,0.02702,19.43415896231639,19.694158962316386,,,-0.2057591972352824,0.0,-16.0,-15.74,19.43,19.69,0.5,0.1,21.709633313948753,0.009257573403430584,0.9300404674101742,0.9416178874243448
ZTF19aauishy,58612.25,-15.53,0.92,58606.38,58609.315,6.0,3.0,4.0,20.0,17.0,-0.0,-0.0,-0.0,-0.02,-16.45,0.0,-16.16,0.0,58633.25,58623.29,0.0226,18.58910379808592,18.879103798085918,,,-0.2083127445457137,0.0,-16.45,-16.16,18.59,18.88,0.1,,21.092104969127217,0.006945940296859708,0.9889045016113299,0.9541562964209974
ZTF19aavrcew,58633.21,-17.6,0.18,58617.25,58625.23,16.0,1.0,4.0,14.0,10.0,-0.0,-0.0,-0.02,-0.05,-17.78,0.0,-17.79,0.0,58643.21,58636.25,0.01943,16.92575418705036,16.91575418705036,,,-0.1742650226494898,0.0,-17.78,-17.79,16.93,16.92,0.5,,21.323751535211244,0.005022382413296575,0.9997349421918329,0.9942876599087507
ZTF19aavtcjs,58633.26,-15.78,0.23,58627.43,58630.345,6.0,8.0,2.0,1.0,71.0,-0.0,0.02,-0.02,,-16.01,0.0,-14.87,0.0,58638.32,58654.26,0.0223,18.999597538248697,20.1395975382487,,,0.721375269917704,2.19,-17.89,-17.46,17.12,17.54,0.4,,19.936134848663773,0.0037476714016905113,0.9725025762773207,0.7824468020889744
ZTF19aawgxdn,58635.21,-16.94,0.45,58633.35,58634.28,2.0,40.0,62.0,311.0,189.0,-0.0,-0.0,-0.0,-0.03,-17.39,0.0,-17.35,0.0,58645.25,58641.21,0.03066,18.32446350666641,18.36446350666641,0.99,0.7722,-0.1677011906724082,0.0,-17.39,-17.35,18.32,18.36,0.2,,21.75533642441197,0.010093222485894265,0.9938548555940665,0.9832998692728757
ZTF19aaykqsk,58643.24,-16.7,0.32,58640.22,58641.73,3.0,0.0,4.0,1.0,8.0,-0.0,-0.04,-0.01,,-17.02,0.0,-17.12,0.0,58663.24,58649.17,0.0258,18.311856177162188,18.211856177162186,,,-0.0823665073776326,0.0,-17.02,-17.12,18.31,18.21,0.7,,21.84185143590125,0.010699203122901641,0.9940258174846178,0.9850294777789494
ZTF19aayrosj,58644.46,-15.55,0.63,58640.46,58642.46,4.0,0.0,5.0,18.0,168.0,-0.0,-0.02,-0.01,-0.03,-16.18,0.0,-15.66,0.0,58658.46,58647.46,0.01506,17.965346413471416,18.485346413471415,,,0.5461322213724411,1.7,-17.64,-17.67,16.51,16.48,0.4,,20.72194627972319,0.003470151710331677,0.9972530843535733,0.9651021655153309
ZTF19aazudta,58650.32,-16.31,0.67,58647.28,58648.8,3.0,11.0,18.0,42.0,32.0,-0.0,-0.0,-0.01,-0.02,-16.98,0.0,-16.81,0.0,58668.32,58659.44,0.02389,18.1817399372264,18.3517399372264,,,-0.3437085888567259,0.0,-16.98,-16.81,18.18,18.35,0.0,,21.998307911236175,0.009882133359677109,0.9955362346423924,0.9890970981421239
ZTF19aazyvub,58651.48,-16.95,0.18,58647.47,58649.475000000006,4.0,1.0,3.0,19.0,37.0,-0.0,-0.0,-0.01,-0.03,-17.13,0.0,-17.25,0.0,58671.44,58652.48,0.02287,17.935331783210277,17.815331783210276,,,-0.3516449770218938,0.0,-17.13,-17.25,17.94,17.82,0.2,,25.71812206030493,0.2773439722405265,0.9974321305772951,0.9998706538116408
ZTF19abaamsd,58653.33,-16.5,0.83,58652.35,58652.84,1.0,2.0,8.0,4.0,11.0,-0.0,-0.0,-0.03,-0.04,-17.33,0.0,-17.03,0.0,58677.37,58667.33,0.02407,17.848332011229658,18.148332011229655,,,-0.0439937772461131,0.0,-17.33,-17.03,17.85,18.15,0.7,,20.157641342786086,0.0022373733698471255,0.9978879846872529,0.9436679333321877
ZTF19abajxet,58657.19,-17.06,0.71,58654.24,58655.715,3.0,4.0,9.0,31.0,87.0,-0.0,-0.0,-0.01,-0.03,-17.77,0.0,-17.81,0.0,58669.26,58666.19,0.01474,16.328182225909988,16.28818222590999,,,-0.2726154655836069,0.0,-17.77,-17.81,16.33,16.29,0.4,,22.936965988744532,0.02935918393592942,0.9999309634444149,0.9995180202739744
ZTF19abalqkq,58650.31,-13.75,0.61,58641.4,58645.855,9.0,,0.0,,401.0,-0.0,,-0.0,,-14.36,0.0,,,58650.31,,0.01356,19.55504873561435,,,,0.5200286747351017,1.63,-15.76,,18.16,,0.1,,20.63122324608356,0.004355568738611031,0.9101209576305594,0.8079090093644267
